키워드,빈도수
자녀,26
망하다,26
견해,26
지자체,26
탄생,26
관료,26
분노,26
품격,26
상승,26
인기,26
가시,26
증권,26
안심,26
주변국,26
진단,26
각계,26
협의회,26
한꺼번에,26
인연,26
통계,26
부품,26
경제력,26
하늘,26
바쁘다,26
서비스업,26
미안,26
시일,26
남미,26
칭찬,25
마당,25
수렴,25
과감하다,25
비로소,25
실효,25
가로막다,25
친선,25
발돋움,25
네티즌,25
어우러지다,25
총장,25
건수,25
당론,25
호국,25
굳건하다,25
실행,25
구역,25
매력,25
문민정부,25
식민지,25
대연정,25
비록,25
김용옥,25
투표,25
고심,25
개통,25
친화,25
벌이다,25
심리,25
박차,25
실용,25
놓이다,25
인생,25
일시,25
형편,25
처지,25
상공,25
허용,25
근절,25
분규,25
한마디,25
갑자기,25
기업도시,25
부여,25
너무나,25
순위,25
이산가족,25
결의,25
나아지다,25
한쪽,24
무릅쓰다,24
충청,24
거대,24
상위,24
사장,24
떠오르다,24
전당,24
각오,24
추모,24
가져오다,24
상식,24
숙이다,24
관철,24
임대,24
정치권력,24
대접,24
개헌안,24
멈추다,24
이집트,24
세계인,24
외치다,24
굳건히,24
미사일,24
신년,24
디자인,24
북측,24
중대,24
식민,24
우뚝,24
주로,24
행정중심복합도시,24
부채,24
확립,24
영향력,24
되돌리다,24
정기,24
공기업,24
영재,24
자존심,24
회피,24
유신,24
고인,24
영상,24
충심,24
되새기다,24
소재,23
유일,23
선거구,23
대왕,23
공권력,23
근대,23
자영업자,23
던지다,23
공단,23
사교육비,23
아무것,23
한참,23
되찾다,23
올라오다,23
왕래,23
간담회,23
불안감,23
합법,23
문턱,23
수상자,23
지난번,23
도자,23
나빠지다,23
주가,23
취하다,23
폴란드,23
아픔,23
평균,23
계승,23
호소,23
시장주의,23
절대로,23
조달,23
되살아나다,23
합동,23
기쁨,23
도착,23
개막식,23
기공식,23
공학,23
재해,23
혁신도시,23
따라가다,23
오가다,23
추석,23
아무쪼록,23
준공,23
참가자,23
들여다보다,23
학력,23
동계,23
합당,23
외면,23
해당,23
부추기다,23
내걸다,23
아이디어,23
충격,23
부실,23
치사,23
동지,23
전후,23
조언,22
펼쳐지다,22
난관,22
관광객,22
단결,22
활기차다,22
기공,22
지장,22
부양책,22
대중,22
유대,22
출발점,22
경청,22
고리,22
모순,22
눈물,22
강제,22
가르다,22
이견,22
상상,22
관건,22
이외,22
발효,22
활로,22
특정,22
지수,22
장벽,22
부양,22
상하이,22
진정하다,22
회원국,22
자부,22
본보기,22
죽이다,22
잔재,22
반성,22
스탠더드,22
벌써,22
노후,22
육군,22
초반,22
발견,22
도저히,22
영남,22
여소야대,22
함부로,22
부득이,22
태국,22
용서,22
이른바,22
사유,22
자료,22
노사정,22
마음껏,22
지위,22
강구,22
태풍,22
북미,22
거역,22
생물,22
금지,22
단임,22
스승,22
상의,22
제약,22
힘껏,22
가교,21
계급,21
앞날,21
