키워드,빈도수
거치다,129
바뀌다,128
우방,128
완화,128
고속,128
형성,128
오가다,128
들어서다,127
취하다,127
선출,127
역시,127
가난,127
지적,127
영국,127
단절,127
지향,127
통상,126
흐름,126
태세,125
사찰,125
부담,125
농업,125
늘어나다,125
가속,125
수용,125
위험,125
각국,124
첨단,124
발휘,124
당시,124
분규,124
열심히,124
가져오다,124
내용,123
거대,123
긍지,122
주한,122
장관,122
한미,122
지도,121
효율,121
공장,120
외국,120
발표,120
자존,120
폐쇄,120
여당,119
다르다,119
구성,119
가정,119
불법,119
대비,119
기적,119
최대,118
귀국,118
자연,118
빨리,118
확립,118
행위,117
위상,117
구상,117
예산,117
당부,117
부분,117
우정,116
조정,116
진통,116
제조업,115
바람,115
공산주의,115
토지,115
기억,115
사건,115
반대,114
머지않다,114
호주,113
이기다,113
결의,113
정권,113
그러다,111
사라지다,111
요청,111
그대로,111
친구,111
금융,111
얼마,110
확산,110
자금,110
일정,110
시각,110
김영삼,110
과업,110
공약,109
개인,109
교통,109
행사,109
동아시아,109
예상,109
판단,109
우의,108
검토,108
마무리,108
인하다,108
통치,107
독립,107
귀빈,107
중간,107
자신감,107
잠재력,107
단합,107
소비,107
전후,107
확보,106
존경,106
처리,106
가족,106
나타나다,106
통신,106
개편,106
언제나,105
들어가다,105
축제,105
정치인,105
인구,105
마지막,105
선택,104
개척,104
아침,104
지구,104
설치,104
만찬,104
주요,103
사고,103
풍요,103
고장,103
파괴,103
방식,102
태도,102
흑자,102
견해,102
증가,102
계시다,102
협상,102
간접,101
투쟁,101
교환,101
꽃피우다,101
주변,101
중소기업,101
소연,100
치안,100
경선,100
여성,100
이전,100
알리다,100
주체,100
어리다,100
뿌리,100
최대한,100
조화,99
인권,99
새해,99
허물다,99
주역,99
아주,99
기능,99
감회,98
원하다,98
앞서다,98
존중,98
풍토,98
관리,98
마찬가지,98
서해안,97
신문,97
혼란,97
집중,97
감정,97
넓히다,97
오히려,97
추세,97
제의,96
자제,96
당면,96
거의,96
참석,96
효과,96
도입,95
수지,95
곳곳,95
지배,95
기업인,95
다수,95
여론,95
전당,95
인내,95
공직자,94
분출,94
장기,94
해방,94
잿더미,94
인정,94
집단,94
예술,94
의장,94
수많다,93
광주,93
대륙,93
절차,93
상대,93
증대,93
벗어나다,93
창간,92
달리다,92
불신,92
조금,91
대외,91
적자,91
부처,91
고도,90
다소,90
진정,90
침략,90
제시,90
수입,90
프랑스,90
뒷받침,90
재정,89
만남,89
민족사,89
충분히,89
축복,89
생기다,89
경의,89
위원회,89
기록,89
의사,88
실감,88
억제,88
장애,88
한편,88
강하다,88
시일,88
대립,88
동구,88
청소년,88
원동력,88
지니다,87
급속히,87
대상,87
북경,87
회원국,87
샌프란시스코,87
기다리다,87
수도,87
떨어지다,87
돌아가다,87
들어오다,86
상승,86
공정,86
달성,86
구현,86
선도,86
보도,86
상품,86
교훈,86
청년,86
올리다,86
이어지다,85
부정,85
보호,85
독재,85
마당,85
요소,85
그때,84
풍조,84
분쟁,84
거부,84
여기다,84
현장,84
의석,83
설명,83
기관,83
기념,83
혁신,83
사항,83
안기다,83
국교,83
집권,83
목적,83
소요,83
새로,83
장교,82
눈앞,82
흔들리다,82
순방,82
인상,82
여망,82
열망,82
출발,82
부모,82
봉사,82
체결,82
고무,82
방위,81
학교,81
걸리다,81
대가,81
아픔,81
조처,81
거리,81
개헌,81
다만,81
부족,81
시위,81
또는,81
주석,80
조건,80
무궁,80
김일성,80
분명,80
진출,80
반세기,80
민생,80
이행,80
선린,80
체육,80
참가,80
과감히,79
한꺼번에,79
지혜,79
시점,79
행정,79
서민,79
무력,78
기틀,78
농어민,78
방송,78
올바르다,78
완전,78
남기다,78
제품,78
불교,78
터전,77
공헌,77
시행,77
제한,77
비추다,77
경기,77
감격,76
연합,76
조사,76
염원,76
개정,76
타협,76
소리,76
권력,76
단체,76
완전히,76
다스리다,76
민정당,76
각료,76
국내외,76
마치다,76
우수,76
핵심,76
일행,75
도발,75
의료,75
정국,75
한중,75
적대,75
포기,75
정통,75
창당,74
능동,74
헌정사,74
합리,74
부응,74
군사력,74
자문,74
자동차,74
조직,73
한번,73
줄이다,73
고립,73
확고히,73
언제,73
갈라지다,73
신흥,73
굳건히,73
상당,73
철도,72
내다보다,72
기구,72
하늘,72
가로막다,72
불편,72
공존공영,72
강구,72
미흡,72
뿌리내리다,72
선수,72
결집,71
의존,71
공사,71
서명,71
비롯하다,71
결국,71
농산물,71
집권당,71
되찾다,71
명예,71
도민,71
매듭,71
휴전선,71
규제,70
고난,70
유대,70
바치다,70
단지,70
현안,70
점차,70
놀라다,70
안팎,70
운명,70
버리다,70
가격,70
책무,69
충심,69
어제,69
건전,69
지위,69
긍정,69
더욱이,69
차기,69
실증,69
사정,69
단체장,69
고려,68
연간,68
활짝,68
주인,68
종교,68
만족,68
보고,68
성실,68
일구다,68
주의,68
충만,68
예정,68
베풀다,68
혜택,68
제거,68
정의,68
계급,68
피땀,67
현대,67
지켜보다,67
공권력,67
높이,67
지나치다,67
생명,67
노고,67
공항,67
경제력,67
선열,67
우리,66
세월,66
앞두다,66
관계자,66
전개,66
측면,66
제안,66
아프다,66
한민족,66
비리,66
각자,66
심화,66
기초,66
베를린,65
대열,65
공업,65
감축,65
훨씬,65
저녁,65
통제,65
서독,65
오랫동안,65
교역량,65
움직임,65
비록,65
분열,65
대폭,65
제기,65
이바지,64
한계,64
전문,64
차이,64
존엄,64
충격,64
학부모,64
일관,64
속도,64
대단히,64
위원장,63
숱하다,63
보편,63
경찰관,63
서두르다,63
감동,63
정말,63
태어나다,63
전략,63
방한,62
기지,62
촉구,62
말레이시아,62
메시지,62
정성,62
활용,62
경영,62
세계사,61
세계인,61
발생,61
더불다,61
표현,61
당하다,61
오찬,61
접촉,61
지하철,61
형태,61
피해,61
기조,61
당장,61
일반,61
수렴,61
고비,61
교민,61
달리,61
아끼다,60
추가,60
넘어서다,60
경직,60
활성,60
전반,60
사용,60
연말,60
보람차다,60
가까이,60
격려,60
반영,60
붕괴,60
그치다,60
재산,59
항상,59
위시,59
고향,59
합치다,59
보전,59
고치다,59
군비,59
소수,59
강력히,59
부르다,59
육성,59
꾸준히,59
어떠하다,59
정하다,58
마찰,58
억압,58
대국,58
인사말,58
바쁘다,58
전문가,58
정계,58
국력,58
체험,58
시비,57
책임자,57
우루과이,57
울타리,57
구하다,57
광복,57
비하다,57
정리,57
다원,57
조속히,57
연대,57
러시아,57
폐허,57
지난달,57
극단,57
원수,57
채택,57
벌써,57
라운드,57
값지다,56
시절,56
화염병,56
허물어지다,56
약화,56
박람회,56
축적,56
치열,56
새기다,56
부상,56
목소리,56
압력,56
영예,56
격차,56
자부심,55
항만,55
오직,55
던지다,55
과연,55
불만,55
창출,55
설립,55
표명,55
형제,55
공감,55
거세다,54
업적,54
유도,54
도덕,54
신장,54
의무,54
서방,54
훈련,54
차지,54
아무리,54
반목,54
세제,54
제주도,54
진보,54
하나하나,53
응하다,53
그리다,53
아까,53
지시,53
예산안,53
흐르다,53
옛날,53
상당히,53
워싱턴,53
창의,53
법률,53
직결,53
업무,53
타결,53
지구촌,53
석유,53
결합,53
회장,53
진심,53
페레스트로이카,53
가시다,52
순간,52
비중,52
지식,52
절대,52
벌이다,52
환대,52
본인,52
중앙,52
셋째,52
통화,52
개발도상국,52
직시,52
체질,52
진입,52
좌익,52
제대로,52
반성,51
호소,51
자녀,51
정립,51
중대,51
기르다,51
일으키다,51
고위급,51
가시,51
동참,51
왕래,51
해내다,51
전철,51
살아가다,51
논리,51
원인,51
유익,51
전복,51
완수,50
사명,50
노동,50
한층,50
단일,50
주최,50
떠오르다,50
체계,50
공천,50
매년,50
요즘,50
진실,50
영원,49
연기,49
마을,49
소명,49
놓이다,49
대표부,49
외채,49
설비,49
권리,49
발걸음,49
빚어지다,49
공감대,49
부산,49
돌리다,49
제공,49
조약,49
되풀이,48
토대,48
노태우,48
안심,48
운용,48
공개,48
저력,48
당선,48
초래,48
대구,48
물자,48
새로이,48
투입,48
공통,48
인종,48
빈곤,48
호응,48
격변,47
축배,47
차질,47
때로,47
후보자,47
가꾸다,47
지리,47
사의,47
선동,47
재일,47
동원,47
의욕,47
공군,47
전자,47
외치다,47
연방,46
가득,46
억눌리다,46
보유,46
철수,46
중추,46
상징,46
각계각층,46
비교,46
지도력,46
기강,46
합심,46
내놓다,46
가을,46
완성,46
움직이다,46
어깨,46
수요,46
존재,46
굳건하다,46
무너뜨리다,46
헤치다,46
입각,46
에너지,46
눈부시다,46
국빈,45
합작,45
독자,45
부작용,45
책임지다,45
다루다,45
개막,45
전면,45
소신,45
선생,45
실정,45
구호,45
폭넓다,45
경향,45
지나가다,45
후퇴,45
영역,45
분배,45
기약,44
인도,44
대치,44
옮기다,44
가리다,44
머물다,44
시발,44
안녕,44
오래,44
벅차다,44
방지,44
뜻깊다,44
인천,44
공산당,43
양성,43
막히다,43
살리다,43
각층,43
지우다,43
편안,43
높아지다,43
내년도,43
허용,43
공단,43
파란,43
결속,43
기존,43
합동,43
전화,43
발효,43
가중,43
신사,43
일원,43
자질,43
마음껏,43
헌정,43
다각,42
경제인,42
폭발,42
합의서,42
머리,42
돌아오다,42
착수,42
유럽공동체,42
일각,42
메우다,42
아무것,42
풀리다,42
용납,42
수호,42
세상,42
전임,42
강대국,42
빠지다,42
전혀,42
담당,42
일어서다,42
설계,42
외면,42
비용,42
휴전,41
지양,41
아마,41
직선,41
지대,41
그리하다,41
기하다,41
관광,41
합당,41
고수,41
해군,41
보험,41
후계자,41
변두리,41
빼앗기다,41
미루다,41
택하다,41
영향력,41
올라가다,41
활기,41
선전,41
장점,41
대부분,41
접근,41
용의,41
당국,41
일단,41
열매,40
부탁,40
탄생,40
지평,40
수송,40
진흥,40
답변,40
불가침,40
이룩,40
지상,40
기독교,40
여유,40
크나크다,40
수단,40
시키다,40
맡기다,40
유일,40
결론,40
진정하다,40
창달,40
정기,40
제출,40
주어지다,40
임시,40
서비스,40
걸음,40
국경,40
여부,39
못지않다,39
우방국,39
경주,39
이정표,39
절상,39
임관,39
유감,39
입시,39
광대,39
찬사,39
각별,39
처하다,39
인재,39
인물,39
임대,39
각오,39
소비재,39
개념,39
외부,39
집행,39
중남미,39
특정,39
골고루,39
일하다,39
모시다,39
예측,38
상응,38
무리,38
생존,38
우주,38
사명감,38
경협,38
근절,38
그만큼,38
역동,38
공직,38
여행,38
우뚝,38
돌이키다,38
과격,38
항공,38
잡히다,38
쌓이다,38
애쓰다,38
작업,38
비단,38
마침내,38
일치,38
제주,38
만약,38
궁극,38
결심,38
배우다,38
과열,38
총선거,37
당내,37
지구당,37
싸우다,37
호혜,37
몽골,37
지역감정,37
기상,37
중립,37
물질,37
중점,37
숙녀,37
횃불,37
재원,37
선배,37
약하다,37
중동,37
이용,37
고등학교,37
보상,37
천황,37
축소,37
위업,37
잇따르다,37
광역,37
전부,37
통과,37
문제점,37
공영,36
합치,36
전력,36
연결,36
전제,36
비핵,36
내세우다,36
확실히,36
소비자,36
김대중,36
행운,36
실업,36
혹은,36
전북,36
감소,36
세금,36
당초,36
멀리,36
훌륭히,36
감명,36
좌우,36
대신,36
양보,36
이렇게,36
무기,36
의혹,36
일찍이,36
상반기,36
착공,36
격동,36
감안,36
되새기다,36
유산,36
파리,36
시베리아,36
매달리다,36
착실히,35
용서,35
제정,35
철저히,35
일시,35
급변,35
간부,35
금세기,35
끝내다,35
절약,35
없애다,35
부인,35
법질서,35
도상국,35
성의,35
교수,35
범위,35
바라보다,35
선박,35
고대,35
선포,35
주력,35
원자력,35
둘러싸다,35
실패,35
상대국,35
민주평통,35
순리,35
유치,35
그러하다,35
숫자,35
투표,35
품질,35
이름,35
확장,35
조류,34
허심탄회,34
극렬,34
이양,34
거론,34
연구소,34
식민,34
이산가족,34
심각하다,34
대북,34
임무,34
줄기차다,34
문명,34
완공,34
새삼,34
간담회,34
와해,34
드러나다,34
일방,34
제일,34
장비,34
참되다,34
다행,34
견인차,34
방침,34
얼어붙다,34
텔레비전,34
스포츠,34
달하다,34
긴밀히,34
교원,34
남다르다,34
공공,34
진척,34
군축,34
상처,34
간직,34
공무원,34
원화,34
중부,34
규정,34
소유,34
피부,34
낙후,34
관행,34
배경,33
폐하,33
권한,33
편성,33
기금,33
근로,33
실명,33
성실히,33
창설,33
ㆍ소,33
성격,33
힘쓰다,33
학원,33
중반,33
기풍,33
제전,33
평등,33
맥락,33
비전,33
멈추다,33
점진,33
낙관,33
빌리다,33
박수,33
북미,33
개각,33
긴밀하다,33
시정,33
근면,33
가치관,33
연단,33
위성,33
부여,33
눈물,33
승화,32
염려,32
피하다,32
급격히,32
동족상잔,32
자라다,32
찾아오다,32
꿀리다,32
적화,32
바깥,32
국제원자력기구,32
일인,32
직후,32
원유,32
농협,32
걸프,32
아파트,32
폴란드,32
권위,32
사전,32
헌장,32
비상,32
철학,32
총장,32
신임,32
근대,32
경계,32
실망,32
넘기다,32
튼튼히,32
모색,32
대사,32
배제,32
진취,32
기사,32
느낌,31
제반,31
구도,31
동서독,31
기자단,31
상상,31
오염,31
좌절,31
역내,31
홍수,31
자라나다,31
필수,31
공고히,31
심지어,31
평생,31
국면,31
변모,31
절감,31
지휘관,31
표시,31
피우다,31
발돋움,31
석방,31
출신,31
취업,31
동구권,31
공명선거,31
블록,31
날로,31
계승,31
절대로,31
저해,31
맹방,31
라디오,31
신설,31
강력,31
공부,31
이룩하다,31
북쪽,31
위주,31
소외,31
대만,31
다니다,31
일선,31
회사,31
드높다,31
학술,31
너무나,30
가하다,30
여쭈다,30
김종필,30
사과,30
수락,30
불길,30
뛰어오르다,30
자산,30
공간,30
성화,30
리셉션,30
궤도,30
입법,30
민주정의당,30
순조,30
역경,30
가르침,30
명분,30
택지,30
증폭,30
중소,30
감수,30
단기,30
그늘,30
연내,30
심정,30
관심사,30
동맹,30
업체,30
열정,30
장치,30
소모,30
보수,30
극소수,30
지난번,30
펼쳐지다,30
체전,29
이성,29
낭비,29
닫히다,29
사할린,29
최초,29
이뤄지다,29
공존,29
시도,29
소용돌이,29
끝내,29
토론,29
해체,29
부진,29
설정,29
소위,29
학자,29
개원,29
목숨,29
역점,29
야기,29
초월,29
드높이다,29
기도,29
화학,29
국왕,29
양상,29
당사자,29
미야자와,29
과감하다,29
발상,29
중산,29
조기,29
금년도,29
한강,29
분수령,29
아들,28
임하다,28
좋아하다,28
건국,28
조선,28
레닌그라드,28
영농,28
정예,28
지피다,28
한데,28
진영,28
나란히,28
전두환,28
바람직하다,28
떨치다,28
평민당,28
선봉,28
기준,28
자발,28
담기다,28
퇴임,28
호흡,28
집값,28
각각,28
언급,28
나아지다,28
둔화,28
청사진,28
기업가,28
구석구석,28
사치,28
축전,28
언론인,28
대우,28
노조,28
여전히,28
원천,28
상대방,28
대망,28
직업,28
고용,27
다행히,27
힘들다,27
난관,27
총생산,27
마치,27
판문점,27
마디,27
작정,27
옐친,27
잘살다,27
초기,27
나무,27
가교,27
살리나스,27
반응,27
모범,27
장병,27
앞서,27
심판,27
내빈,27
친인척,27
자유로이,27
걸림돌,27
예컨대,27
연계,27
당헌,27
저지르다,27
얼음,27
대왕,27
치하,27
지내다,27
심의,27
종주국,27
이라크,27
수사,27
국군,27
치유,27
정체,27
동질,27
언어,27
주례,27
패기,27
배타,27
재임,27
현지,27
연안,26
동독,26
협의회,26
최루탄,26
서면,26
문턱,26
도달,26
흔들다,26
방방곡곡,26
방일,26
애국,26
호남,26
용광로,26
고생,26
금지,26
실제로,26
이동,26
피해자,26
대표단,26
고심,26
예외,26
주로,26
기계,26
선거법,26
값비싸다,26
종전,26
본보기,26
작용,26
행정부,26
재벌,26
안목,26
거래,26
당당히,26
이견,26
확정,26
적응,26
일제,26
속담,26
교체,26
반면,26
나쁘다,26
준공,26
다툼,26
야대,26
연평균,26
여소,26
우위,26
적용,26
마감,25
종래,25
하루아침,25
의심,25
나이,25
과세,25
교통난,25
건의,25
분산,25
과도,25
저지,25
가르치다,25
희망차다,25
변경,25
고속도로,25
뒤엎다,25
금강,25
과도기,25
이외,25
한국민,25
소홀히,25
철강,25
파생,25
억누르다,25
천명,25
평소,25
부러워하다,25
가이후,25
어른,25
명실상부,25
저축,25
문호,25
나타내다,25
통로,25
특위,25
민주당,25
교회,25
따뜻하다,25
국익,25
어떻게,25
이사회,25
답사,25
항공기,25
건립,25
진작,25
맞추다,25
고급,25
완벽,25
뉴욕,25
되살리다,25
관문,25
확고하다,25
압도,25
동의,25
컴퓨터,25
점점,25
대양,25
위로,25
줄어들다,25
단속,25
구분,25
돌멩이,24
농가,24
잔재,24
단기간,24
오해,24
순수,24
북측,24
받들다,24
양측,24
극히,24
흔히,24
구미,24
설득,24
공격,24
어울리다,24
정비,24
역대,24
소감,24
게임,24
형편,24
일찍,24
외세,24
편지,24
교섭,24
뒤떨어지다,24
전폭,24
당적,24
접하다,24
엑스포,24
페르시아만,24
쓰레기,24
전직,24
약소민족,24
악화,24
대의,24
탈바꿈,24
침체,24
하반기,24
요람,24
비난,24
충실,24
국무,24
준수,24
후손,24
모국,24
고유,24
취지,24
혹시,24
인도네시아,24
공기,24
용사,24
진학,24
입증,23
며칠,23
군인,23
아우르다,23
대남,23
특성,23
원내,23
얼굴,23
뒤따르다,23
겨울,23
땅값,23
유고슬라비아,23
군대,23
돌파구,23
문학,23
포용,23
머무르다,23
제약,23
경부,23
밤낮,23
관용,23
영구,23
대다수,23
서양,23
최소,23
소중하다,23
두려움,23
대한,23
도착,23
쌍방,23
무한히,23
어긋나다,23
인력난,23
안락,23
런던,23
탄압,23
다하다,23
쿠웨이트,23
총력,23
처우,23
자생력,23
역행,23
하여금,23
원활,23
혼자,23
새마을,23
부지런,22
소식,22
충성,22
휩싸이다,22
지명,22
어둠,22
산적,22
일자리,22
제재,22
예방,22
수년,22
배치,22
타개,22
조상,22
은행,22
여정,22
군산,22
뛰어나다,22
닥치다,22
기공,22
추석,22
실로,22
왜곡,22
전적,22
단위,22
정직,22
제외,22
별로,22
발견,22
한일,22
뛰어넘다,22
당정,22
밀려오다,22
한창,22
기독교방송,22
경정,22
오래다,22
들이다,22
남쪽,22
활발히,22
상주,22
개도국,22
그릇,22
나머지,22
출발점,22
경인,22
개입,22
절제,22
대두,22
공관장,22
중단,22
본래,22
농사,22
우즈베키스탄,22
남침,22
영종도,22
점검,22
그림자,22
사례,22
동조,22
그날,21
훼손,21
불안감,21
보호주의,21
학문,21
열의,21
몰락,21
모자라다,21
보살피다,21
지자제,21
그토록,21
발족,21
견지,21
입주,21
수반,21
시야,21
치사,21
창의력,21
내수,21
즐기다,21
영세,21
퇴폐,21
아프리카,21
거듭나다,21
유례,21
취약,21
총독,21
따라서다,21
소재,21
철저,21
분석,21
소지,21
바르다,21
바르셀로나,21
고교,21
소원,21
근거,21
완료,21
어기다,21
장소,21
맞대다,21
협회,21
침해,21
고조,21
일자,21
관세,21
충족,21
흩어지다,21
보릿고개,21
친척,21
입학,21
부당,21
심리,21
충무공,21
선결,21
광범위,21
일깨우다,21
기공식,21
감당,21
평균,21
따지다,21
공관,21
근원,21
등불,20
전환점,20
단적,20
완결,20
파악,20
대체,20
주부,20
주둔,20
의의,20
독창,20
어우러지다,20
방치,20
환율,20
북녘,20
등장,20
교포,20
진실로,20
재해,20
양원,20
노래,20
시달리다,20
상기,20
전술,20
거역,20
신중,20
유가,20
이만큼,20
광복절,20
올바로,20
차선,20
급격하다,20
비관,20
솔직히,20
속히,20
열기,20
인내심,20
국제올림픽위원회,20
법안,20
뉴스,20
표출,20
회원,20
드러내다,20
벌어지다,20
연장,20
제국,20
그간,20
상실,20
농지,20
연초,20
인접,20
소임,20
소중히,20
달라다,20
행태,20
원조,20
직장,20
찾아보다,20
불바다,20
도와주다,20
불어넣다,20
호전,20
여력,20
알차다,20
연극,20
마시다,20
끊임없다,20
규범,20
주인공,20
일련,20
한껏,20
독특,20
밤낮없이,20
이내,20
양식,20
광장,20
똑같다,20
종결,20
직분,19
헤어지다,19
직면,19
늦추다,19
둘째,19
편견,19
속하다,19
마주,19
철폐,19
보답,19
참전,19
부채,19
사안,19
향후,19
개개인,19
차별,19
비율,19
정확,19
쇄신,19
두루,19
민중,19
복리,19
일보,19
이른바,19
임명,19
그리,19
금번,19
자유로,19
비로소,19
만주,19
활기차다,19
테두리,19
더하다,19
동맹국,19
의문,19
미주,19
구속,19
마음가짐,19
농어업,19
분발,19
합법,19
형평,19
경축,19
아낌없다,19
대권,19
유혈,19
표정,19
지표,19
중시,19
객관,19
품목,19
온통,19
솔선수범,19
대상국,19
국방,19
접어들다,19
굴레,19
말끔히,19
실체,19
들리다,19
전선,19
연두,19
조속하다,19
무려,19
척결,19
전하,19
밀집,19
중심지,19
지극히,18
쟁점,18
무시,18
정식,18
원활히,18
응분,18
내실,18
살아오다,18
동란,18
로터리,18
역군,18
붙이다,18
터뜨리다,18
근검절약,18
건물,18
일념,18
만일,18
경륜,18
모임,18
아쉬움,18
버티다,18
공포,18
사흘,18
서해안고속도로,18
차관,18
어쩌다,18
해당,18
외국인,18
태동,18
재촉,18
선수단,18
제고,18
걸어오다,18
홍콩,18
발사,18
유통,18
박사,18
일환,18
수난,18
백성,18
극도,18
배후,18
대변,18
부가,18
시국,18
사무총장,18
물리치다,18
이래,18
교수단,18
항구,18
성탄절,18
실행,18
물건,18
거스르다,18
이러다,18
파견,18
부추기다,18
기꺼이,18
중동부,18
정열,18
이해관계,18
동포애,18
물리,18
유서,18
심하다,18
빈약,18
실제,18
녹이다,18
아시안,18
잠시,18
화물,18
첫째,18
백제,18
신청,18
